ID	A10R	A11R	A12R	A13R	A14R	A15R	A16R	A17R	A18R	A19R	A1R	A20R	A21R	A22R	A23R	A24R	A25R	A26R	A27R	A28R	A29R	A2R	A30R	A31R	A32R	A33R	A34R	A35R	A36R	A37R	A38R	A39R	A3R	A40R	A41R	A42R	A43R	A44R	A45R	A46R	A47R	A48R	A49R	A4R	A50R	A51R	A52R	A53R	A54R	A55R	A56R	A57R	A58R	A59R	A5R	A60R	A6R	A7R	A8R	A9R
A28R_scaffold1364|length_526	6	3	1	1	2	0	1	6	5	6	0	2	0	4	4	1	1	2	18	11	3	0	2	0	1	0	0	0	2	22	22	0	2	0	3	0	1	0	0	0	0	2	0	0	0	0	1	0	1	1	5	1	0	1	0	3	5	1	0	2
A40R_scaffold287|length_1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	5	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1
A46R_scaffold349|length_800	1	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	119	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A40R_scaffold268|length_1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	8	18	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
A2R_scaffold502|length_1530	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
A39R_scaffold497|length_504	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	15	0	0	32	0	21	4	0	1	0	16	0	1	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0
A38R_scaffold1781|length_583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	18	28	0	0	0	0	0	0	0	0	0	0	0	70	3	0	0	0	15	0	0	0	0	0	0
A3R_scaffold88|length_1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
A40R_scaffold115|length_1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	20	4	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
A49R_scaffold66|length_1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A57R_scaffold30|length_1142	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
A42R_scaffold846|length_750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1R_scaffold428|length_915	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A37R_scaffold2848|length_506	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	2	0	12	1	0	0	0	1	0	0	0	2	23	22	0	0	0	1	0	0	0	0	0	13	0	5	0	4	0	0	5	0	2	9	0	0	4	0	0	0	0	0	0
A57R_scaffold194|length_748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
A46R_scaffold143|length_1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A37R_scaffold697|length_957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A57R_scaffold15|length_1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
A37R_scaffold2836|length_507	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	1	0	0	0	0
A36R_scaffold143|length_1423	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	49	1	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0
A20R_scaffold1282|length_530	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A40R_scaffold441|length_884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	12	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A45R_scaffold218|length_688	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	9	11	1	0	18	0	5	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
A53R_scaffold347|length_829	5	1	1	0	0	0	0	1	0	1	0	3	1	1	8	0	2	0	21	0	4	0	0	1	1	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	22	3	5	0	0	0	2	1	0	15	0	0	2
A28R_scaffold168|length_1456	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	64	0	3	0	0	0	0	0	0	0	0	0	0	1
A45R_scaffold255|length_622	3	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	2	0	0	9	0	0	0	8	0	3	1	0	0	1	53	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	2	0
A3R_scaffold476|length_621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A46R_scaffold841|length_513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_003557.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	3	0	0	0	0	0	0	0	0	0	0	0	80	1	0	0	0	7	0	0	0	0	0	0
NC_009041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A20R_scaffold681|length_720	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A28R_scaffold24|length_2164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	40	1	0	0	0	0	0	0	0	7	0	2	0	0	11	29	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0
A45R_scaffold178|length_768	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	10	0	0	0	0	63	0	4	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	2	0
A4R_scaffold8|length_1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
A40R_scaffold584|length_652	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	1	0	0	0	0	16	0	0	0	7	0	0	1	0	0	2	1	17	0	0	0	0	11	0	0	0	0	2	0	0	1	0	0	1	4	0	0	0	1	0	0	0	16	0
A53R_scaffold939|length_604	0	0	2	4	0	0	0	1	0	1	0	4	1	0	3	1	1	0	1	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	4	0	6	1	0	0	0	2	0	0	0	5	0	15	30	1	0	0	0	3	0	0	1	2	0	0
A41R_scaffold520|length_677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A42R_scaffold477|length_926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A55R_scaffold126|length_1074	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	2	21	2	0	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	9	0	32	1	0	0	0	0	7	0	0	0	0
A37R_scaffold663|length_972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	21	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	27	0	0	0	0	0	0
A39R_scaffold457|length_522	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	10	24	0	0	27	1	4	0	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0
A56R_scaffold64|length_2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	3	0	0	0	0	0	23	1	0	0	0	0	0	1	0	0	37	2	0	4	0	0	0	0	1	0
A42R_scaffold522|length_899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	74	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_021148.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A40R_scaffold739|length_507	0	0	1	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	21	3	0	0	0	0	3	1	3	0	0	0	2	0	15	1	3	0	0	0	12	0	0	0	0	0	0
A46R_scaffold548|length_648	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	0	0	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A56R_scaffold12|length_2851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	32	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	3	0	0	5	2	0	0	0	2	0	0	0	0
A35R_scaffold722|length_1183	0	0	5	0	0	0	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	15	1	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0
A42R_scaffold59|length_1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A15R_scaffold2211|length_593	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A47R_scaffold2534|length_533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	3	1	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A36R_scaffold89|length_1691	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	0	0	0	1	0	0	0	0	44	0	0	0	3	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NC_002792.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	3	0	0	0	0	0	0	0	0
A56R_scaffold757|length_536	2	1	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	8	0	2	0	0	2	0	0	0	0	0	0	0	0	0	6	0	12	2	7	0	0	0	1	0	1	0	4	0
A52R_scaffold232|length_840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0
A38R_scaffold1070|length_767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	50	3	0	0	0	0	0	0	0	0	0	0
A40R_scaffold210|length_1463	1	1	0	0	0	0	1	4	0	3	0	1	7	1	0	0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	2	16	3	0	1	2	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	2	1	1	4	0	0	1
A40R_scaffold397|length_982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2R_scaffold1795|length_760	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A40R_scaffold126|length_1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A36R_scaffold1220|length_547	0	17	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	9	0	1	4	2	0	0	0	0	1	1	0	0	1	0	2	0	0	2	0	1	0	0	1	0	3	0	0	2	0	1	3	0	0	0	0	0	0	5	1	0	0
A42R_scaffold1039|length_684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A42R_scaffold441|length_953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1R_scaffold909|length_632	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A38R_scaffold330|length_1360	0	0	0	1	0	0	2	0	0	0	0	0	0	7	1	0	0	1	0	7	0	0	0	0	0	0	0	0	2	11	17	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0
A40R_scaffold1|length_4089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
A24R_scaffold518|length_923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A39R_scaffold407|length_554	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	1	28	0	3	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A40R_scaffold489|length_783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	45	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
A37R_scaffold493|length_1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	25	6	0	0	0	3	0	0	0	0	0	0
A40R_scaffold174|length_1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A41R_scaffold118|length_1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A38R_scaffold1159|length_737	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	8	0	0	0	0	1	0	0	0	1	10	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
A39R_scaffold481|length_511	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	3	3	0	0	7	1	8	1	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
A3R_scaffold31|length_1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A40R_scaffold450|length_863	0	0	0	0	0	0	0	0	0	0	14	2	2	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	3	0	9	3	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	1	1	0	0	3	0
A39R_scaffold451|length_524	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	15	0	0	16	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A40R_scaffold289|length_1237	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	1	0	0	0	7	0	0	1	0	0	0	0	0	1	6	10	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
A40R_scaffold4|length_3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	7	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A42R_scaffold347|length_1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0
NC_003347.1	6	5	0	0	0	0	0	5	0	0	0	2	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	4	1	0	1	13	0	0	0	0	0	2	1	1	0	0
A28R_scaffold1295|length_546	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	2	3	11	0	0	1	4	0	0	0	0	0	2	3	1	2	0	0	0	5	0	0	0	0	0	4	0	1	0	0	0	0
A40R_scaffold341|length_1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A40R_scaffold18|length_2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A40R_scaffold57|length_2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A42R_scaffold167|length_1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A57R_scaffold252|length_675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0
A56R_scaffold75|length_1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1
NC_028478.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
A20R_scaffold1431|length_502	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A41R_scaffold775|length_575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A42R_scaffold1035|length_685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
A42R_scaffold224|length_1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
A42R_scaffold611|length_852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	24	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A46R_scaffold549|length_648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A28R_scaffold1411|length_517	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	5
A38R_scaffold1736|length_592	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	1	0	0	0	0	0	4	1	0	8	0	4	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0
A39R_scaffold386|length_573	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0	5	7	2	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
A56R_scaffold25|length_2355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0
A40R_scaffold346|length_1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A46R_scaffold148|length_1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A38R_scaffold125|length_1960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0
